mytstat,mytstat_sig,meanMS_con,meanMS_patient
2.12095021164962,2.12095021164962,-0.723215878759831,-0.771426759975158
1.24433584656965,0,-0.266930374068374,-0.304101607622532
1.0061108923028,0,-0.525849679882913,-0.556327061343586
-1.12727828398935,0,-0.146876330093399,-0.107411074857541
0.000155249581662211,0,-0.792390355974825,-0.792630334535841
0.116385572386726,0,-0.590152039836953,-0.59241775141121
1.01107040063681,0,-0.325058702737534,-0.365192858243917
-0.766047314401412,0,0.361118948518018,0.388186975649197
-0.170310366892613,0,-0.559582919919242,-0.554500352593461
0.634784234277506,0,0.235780852803281,0.202917966256847
0.628226877092118,0,-1.10137154301784,-1.11145287049884
-0.887196545816261,0,-0.264227029557198,-0.237596964659538
-0.249798586390116,0,-0.337387214785044,-0.324012894474128
-0.0123553963596027,0,0.570707431115536,0.577431594428268
0.588757745589496,0,1.16867132345846,1.14020478206264
2.83114137076335,2.83114137076335,1.80081689056583,1.63641835534842
-0.697583056289141,0,-0.835176195281385,-0.805179704022475
-0.010264216871283,0,0.499676352919239,0.497881121261814
0.445249956530773,0,-1.16677387541767,-1.17231890689217
0.028775241707327,0,-0.920700126098529,-0.923276496244784
1.10188978765658,0,-0.803747887259662,-0.835956294119588
0.685840414163996,0,-0.113268991410586,-0.132779478464118
-1.65740358471564,0,0.0875498447679456,0.162285591744974
1.88930477501016,0,-0.585811809660409,-0.654204494210726
-0.0121985326378325,0,-0.326132557128942,-0.325121990453023
-1.09062790639223,0,-0.626919347329129,-0.602593437655105
-0.32109829583012,0,-0.217273973475477,-0.222277540847137
-0.503514133709721,0,0.10012015762238,0.115281618459694
0.537445768503374,0,-1.07989297442278,-1.08880282572814
-0.461020894275523,0,-0.523705758643633,-0.510230620602029
-0.0915310376918739,0,1.48992913210338,1.49200195577708
-0.0575903015391842,0,3.37377324615096,3.40700785742161
0.799804447269452,0,1.05448632871238,1.02609497438458
1.0698164091776,0,-0.203707554795044,-0.248787012294814
-1.27535090314904,0,0.589280083339787,0.649157029085074
0.570663571037201,0,-1.23366682790036,-1.24090523105861
