mytstat,mytstat_sig,meanMS_con,meanMS_patient
1.71636978573978,0,0.414161776527516,0.26786767476575
2.09814332985994,2.09814332985994,-0.656824345833493,-0.78119645662742
1.01849729937631,0,-1.07428159597853,-1.14202532130666
1.23566334821996,0,-1.1192826036058,-1.18558464763437
0.396826286609455,0,-2.60386258026672,-2.63098502977536
0.291669109001745,0,-2.48915379688249,-2.50913293271674
1.46989406087389,0,-0.131123306163842,-0.205642232056316
2.2382502985249,2.2382502985249,-0.694445288049943,-0.802906528262611
-1.12220365603888,0,-1.69745275850404,-1.64361051078115
0.244158255120008,0,0.17221086905168,0.142623724524465
0.818566137989688,0,0.523174174994495,0.465606373467486
-0.893886970304549,0,0.598345536109091,0.642918339685823
-0.106205015022978,0,-0.547915589055866,-0.56411760130359
0.506291730779535,0,-0.470141324370319,-0.500619612841493
-0.339170281930053,0,-0.394144030713145,-0.374141669261921
0.318179174304711,0,0.6317243121875,0.622866210342849
-0.698505925711641,0,-0.270854722076941,-0.23418808228376
1.5605368858985,0,-0.565092209532664,-0.634094658090242
-1.01901692281184,0,-0.902343704203643,-0.859130247928781
0.760205557207862,0,-0.227605393650635,-0.283286008367066
1.72709933070246,0,-0.699249883921385,-0.807033082164283
-0.941632848661491,0,0.415725160372808,0.450666222020422
-0.330921957126503,0,0.329194188652095,0.346497742187893
1.55510923237375,0,-0.0693763120100864,-0.210322235439175
-0.0305132775984937,0,1.96263435119483,1.96258117970028
0.754195468822598,0,0.698270186472341,0.662076693336586
0.0275355680918614,0,-0.37194635784307,-0.378040766003649
0.244257784538762,0,0.320681093802895,0.291172397419428
0.283253225666175,0,-0.33950108584496,-0.355575691228189
-1.47856278136913,0,1.25940992560172,1.38985590708181
0.304127138859989,0,0.405733723124254,0.41446662852932
2.02639377890344,2.02639377890344,2.23571365854051,2.12123881374362
-1.10686161823258,0,0.897194646706858,0.994626758977077
0.948270099170098,0,-0.581797554493504,-0.630248122820606
-0.762779759723668,0,-0.46101930766052,-0.435587655319812
-0.867145993640382,0,-0.581768062479523,-0.520882033958876
