SLC4A8, 16946, 12.696779
KREMEN1, 9332, 12.692831
C3orf35, 2756, 12.686693
ZBED4, 19964, 12.684380
ADCY9, 615, 12.684051
MAP9, 11180, 12.679496
PPARGC1A, 14339, 12.677499
THG1L, 18197, 12.672081
IRF2BP2, 8705, 12.671952
SLC39A8, 16911, 12.670506
UIMC1, 19362, 12.670345
PLCD4, 14061, 12.669387
NFIX, 12362, 12.664576
BCL10, 1759, 12.662850
ZNF407, 20340, 12.655312
SRSF1, 17486, 12.654607
DTX3, 5435, 12.652325
GCKR, 7063, 12.652262
ANKS3, 1039, 12.647997
ABCD2, 71, 12.638379
ZNF133, 20174, 12.633784
TBC1D4, 17952, 12.633514
DRP2, 5399, 12.627323
61E3.4, 1, 12.623655
SNRNP35, 17162, 12.616646
C3orf64, 2774, 12.614953
PCDHGB4, 13581, 12.611625
NSMAF, 12672, 12.611341
HAS3, 7764, 12.610852
SEC14L1, 16264, 12.607915
FAM131B, 6113, 12.603230
ZMYM4, 20154, 12.593148
BTN2A2, 1978, 12.587654
ZNF792, 20633, 12.579746
ATP4A, 1537, 12.579281
DENND4C, 5050, 12.574882
ITGA11, 8748, 12.566331
SENP7, 16330, 12.563602
PRB2, 14490, 12.560993
PCDHB14, 13554, 12.558099
TAS2R9, 17915, 12.556590
TAS2R50, 17911, 12.552529
FBXO46, 6460, 12.543816
DUS1L, 5445, 12.540941
GFM1, 7112, 12.540338
HS6ST2, 8223, 12.539939
C1orf162, 2492, 12.539796
KRTDAP, 9482, 12.537884
UHRF1BP1, 19359, 12.535703
SIX4, 16632, 12.532028
C2orf49, 2699, 12.526569
MCF2L-AS1, 11295, 12.523945
6-Sep, 16350, 12.520458
FBXL4, 6426, 12.517819
MTAP, 11876, 12.514259
CD2AP, 3574, 12.513620
LOC728056, 10669, 12.506202
LOC646278, 10587, 12.503447
ZNF250, 20245, 12.501428
TIAM1, 18226, 12.500789
HCG4, 7803, 12.498740
PINX1, 13959, 12.498585
LOC100129616, 9931, 12.494642
ZNF362, 20320, 12.493687
C14orf104, 2183, 12.489688
FBXO32, 6447, 12.487084
ATXN7L2, 1614, 12.483332
